=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-2-11_0-4-17
====================================================================================
0:4:17 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
0:4:17 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
0:4:17 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
0:4:17 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
0:4:17 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
0:4:17 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
0:4:17 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
0:4:17 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
0:4:17 | [PermissionManager] Perm (MenuBansManager) has been registered!
0:4:17 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
0:4:17 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
0:4:17 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
0:4:17 | [PermissionManager] Perm (MenuWebHooks) has been registered!
0:4:17 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
0:4:17 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
0:4:17 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
0:4:17 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
0:4:17 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
0:4:17 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
0:4:17 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
0:4:17 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
0:4:17 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
0:4:17 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
0:4:17 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
0:4:17 | [PermissionManager] Perm (EspToolsMenu) has been registered!
0:4:17 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
0:4:17 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
0:4:17 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
0:4:17 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
0:4:17 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
0:4:17 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
0:4:17 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
0:4:17 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
0:4:17 | [PermissionManager] Adding Super Admin (76561198413928129)
0:4:17 | [PermissionManager] Loaded UserGroups.json
0:4:17 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
0:4:17 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
0:4:17 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
0:4:17 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
0:4:17 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
0:4:17 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
0:4:17 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
0:4:17 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
0:4:17 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
0:4:17 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
0:4:17 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
0:4:17 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
0:4:17 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
0:4:17 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
0:4:17 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
0:4:17 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
0:4:17 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
0:4:17 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
0:4:17 | Building Sets Loaded: 0
0:4:17 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
0:4:17 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
0:7:25 | Player "Penguin" (steamId=76561198413928129) connected to server!
0:7:40 | "Penguin" (steamid=76561198413928129) gave godmode to (steamid=76561198413928129)
0:8:4 | "76561198413928129" (steamid=76561198413928129) teleported to (pos=<798.020996, 531.270020, 1229.020020>)
0:8:4 | "Penguin": (steamid=76561198413928129) teleported to (pos=798.021,0,1229.02)
0:8:13 | "Penguin" (steamid=76561198413928129) toggled freecam
0:8:26 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<649.129822, 486.362030, 1148.513184>)
0:8:29 | "Penguin" (steamid=76561198413928129) toggled freecam
0:8:32 | "Penguin" (steamid=76561198413928129) toggled freecam
0:9:8 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<625.785767, 516.351868, 1130.279053>)
0:9:11 | "Penguin" (steamid=76561198413928129) toggled freecam
0:10:20 | "Penguin" (steamid=76561198413928129) toggled freecam
0:10:25 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<628.628723, 501.259979, 1139.026733>)
0:10:26 | "Penguin" (steamid=76561198413928129) toggled freecam
0:14:10 | "Penguin" (steamid=76561198413928129) toggled freecam
0:14:18 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<626.043884, 516.351868, 1128.100342>)
0:14:19 | "Penguin" (steamid=76561198413928129) toggled freecam
0:15:31 | "Penguin" (steamid=76561198413928129) toggled freecam
0:15:39 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<626.643250, 531.402771, 1121.044189>)
0:15:41 | "Penguin" (steamid=76561198413928129) toggled freecam
0:16:26 | "Penguin" (steamid=76561198413928129) healed player (steamid=76561198413928129)
0:18:4 | "Penguin" (steamid=76561198413928129) toggled freecam
0:18:14 | "Penguin" (steamid=76561198413928129) toggled freecam
0:18:42 | "Penguin" (steamid=76561198413928129) toggled freecam
0:18:47 | "Penguin" (steamid=76561198413928129) teleported to crosshair (pos=<626.471497, 516.351868, 1126.793457>)
0:18:48 | "Penguin" (steamid=76561198413928129) toggled freecam
0:22:53 | Player "Penguin" (steamId=76561198413928129) initiated disconnect process...
0:22:56 | Player "Penguin" (steamId=76561198413928129) disconnected from server.
